shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
3b5f0679-5280-40e8-914b-62acba2092d8,42.3064571503673,-71.5441169765065,27,7586.34
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3380696677011,-71.5919139440008,10,572.18
7903a5c3-a394-4988-98b4-6f3f4c5ccd69,42.314593631899,-71.5630466677574,8,4269.79
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3384679757636,-71.5887100451416,4,217.97
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.2670595209038,-71.5223334146937,68,15453.47
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2678145627865,-71.522784025835,18,12518.22
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.33189790439,-71.5774045334699,27,2415.9
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3290239172592,-71.5893336587747,31,3533.86
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3279255526022,-71.5851024738015,35,4305.4
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.2743229433491,-71.52416536356,65,14617.38
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2614832080295,-71.4524712534232,40,18848.51
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2686245899573,-71.5150820621897,20,13162.07
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.3278222875489,-71.58502603084,4,1126.83
3b5f0679-5280-40e8-914b-62acba2092d8,42.3139968403576,-71.5634986200034,23,5097.24
a2fac56d-750e-44a1-835c-e5ece22b4aa8,42.3319864172927,-71.5827582229828,25,1951.18
f4cb018e-cda2-419a-a98d-ab90e844dcc9,42.2753985092282,-71.4357436559048,48,21180.67
402fe3ba-d292-4403-bc24-833e5ba04561,42.2987256824211,-71.3705029410424,11,7555.5
b135140e-109e-4613-95af-0631d00cbd1e,42.2952388104939,-71.4880467348126,24,9745.05
ac1d4bc6-98b7-4fa7-b20d-2deea94683e3,42.3907844657173,-71.5657342413506,89,16260.78
4bd751f8-b639-4098-a1fc-a01bcb0ba4e9,42.2473533300968,-71.4303188878488,43,10868.25
